Location	Zip Code	Year 1	Year 2	Year 3	Year 4	Year 5
Location-3900	94633	46.1	16.6	6.3	2.6	32.3
Location-3901	75097	48.0	42.8	43.9	20.8	34.4
Location-3902	18447	30.4	45.1	42.3	43.9	42.9
Location-3903	12404	33.4	38.4	47.7	28.5	11.2
Location-3904	96987	12.2	22.6	14.7	39.7	8.9
Location-3906	67187	30.8	25.8	7.8	28.3	43.9
Location-3907	16335	37.1	4.6	25.8	38.9	25.4
Location-3908	32648	6.5	18.6	25.7	15.8	12.6
Location-3909	18049	30.9	36.9	36.1	22.4	27.8
Location-391	69224	8.6	29.0	24.3	21.8	14.2
Location-3910	89805	13.2	43.4	22.3	14.6	21.1
Location-3911	44802	1.3	39.5	30.5	42.8	31.7
Location-3912	45913	5.8	10.3	48.6	31.4	12.2
Location-3913	10946	19.6	14.6	7.2	39.9	3.2
Location-3914	35474	35.8	18.0	39.0	14.7	30.4
Location-3915	60231	44.8	13.6	13.3	49.4	41.3
Location-3916	99323	41.3	17.2	18.0	24.1	33.0
Location-3917	25881	41.7	16.5	44.5	18.5	49.9
Location-3918	76110	43.3	38.9	41.3	23.6	30.9
Location-3919	13806	5.1	22.3	1.4	34.7	33.2
Location-392	74477	4.2	44.3	22.4	35.9	28.1
Location-3920	90942	36.6	32.0	46.5	4.9	10.4
Location-3921	50150	26.0	36.5	39.6	9.3	28.5
Location-3922	38803	28.4	1.4	4.3	16.3	9.6
Location-3923	85340	5.3	23.6	40.7	16.2	15.8
Location-3924	64045	18.4	33.4	33.0	29.3	47.1
Location-3925	95727	38.9	46.8	25.5	9.0	22.9
Location-3926	14038	47.9	5.7	27.6	48.9	47.2
Location-3927	55887	7.4	5.5	31.7	49.5	14.7
Location-3928	80081	38.9	9.5	18.6	49.4	2.9
Location-3929	10189	40.0	4.3	21.4	21.4	31.5
Location-393	62423	6.8	33.7	43.0	7.4	33.6
Location-3930	45125	12.4	8.9	9.7	20.2	41.0
Location-3931	77546	44.5	26.2	40.4	14.5	7.3
Location-3932	41458	31.9	33.8	5.6	44.5	30.8
Location-3933	59564	14.5	6.9	19.3	18.0	4.0
Location-3934	61812	4.5	37.3	42.0	6.7	5.2
Location-3935	96978	34.1	25.5	28.4	43.2	41.6
Location-3936	49315	25.6	18.3	49.2	25.6	3.5
Location-3937	43157	24.4	5.0	39.5	18.2	49.2
Location-3938	75347	10.4	41.7	21.0	31.6	16.0
Location-3939	83034	43.6	40.9	36.8	39.9	39.1
Location-394	57211	24.5	44.2	15.9	10.4	30.6
Location-3940	31785	23.2	35.9	32.8	11.2	16.8
Location-3941	75416	2.7	3.6	18.5	45.5	7.1
Location-3942	30056	38.1	9.8	44.6	17.9	45.2
Location-3943	41866	48.3	31.9	12.2	3.0	36.2
Location-3944	80144	16.1	23.2	8.7	7.1	6.7
Location-3945	25872	26.9	37.5	40.8	18.5	7.1
Location-3946	85260	48.2	49.7	44.4	9.9	20.0
Location-3947	74694	25.5	36.3	37.3	48.5	13.0
Location-3948	41677	44.4	10.8	17.4	49.5	36.5
Location-3949	91480	43.3	39.5	5.5	15.9	20.8
Location-395	64773	13.5	10.1	13.0	14.7	19.8
Location-3950	78815	8.3	6.9	8.4	43.6	43.1
Location-3951	62175	7.7	38.1	29.6	3.3	8.2
Location-3952	37803	2.2	17.8	18.8	8.1	38.0
Location-3953	69407	26.1	12.2	44.4	8.0	13.2
Location-3954	30169	8.5	45.1	49.6	31.2	45.0
Location-3955	89073	21.0	25.8	28.8	44.5	37.5
Location-3956	73887	41.5	34.2	13.1	30.1	35.8
Location-3957	84166	5.3	43.1	13.3	35.3	34.1
Location-3958	21927	9.7	28.6	9.1	3.0	5.4
Location-396	99880	10.2	40.1	22.6	30.5	41.0
Location-3960	44449	21.3	15.7	20.6	4.6	30.3
Location-3961	68873	10.6	19.1	38.0	8.0	14.9
Location-3962	20104	38.3	34.3	26.1	13.5	38.4
Location-3963	74220	8.3	44.4	2.5	37.3	40.5
Location-3964	54219	20.4	49.2	41.1	25.0	43.4
Location-3965	93361	24.6	11.9	25.0	7.8	17.0
Location-3966	45204	2.3	37.7	13.7	27.5	33.8
Location-3967	80933	36.1	46.9	44.7	11.0	11.3
Location-3968	16093	23.9	38.7	34.8	3.6	36.7
Location-3969	13589	46.2	41.7	2.5	34.9	9.2
Location-397	92691	25.2	4.6	10.3	15.4	48.3
Location-3970	38894	36.2	1.1	25.9	14.1	1.5
Location-3971	71526	30.6	13.3	40.7	18.8	43.3
Location-3972	81185	16.3	41.4	9.8	16.4	8.5
Location-3973	31620	19.2	37.8	45.7	41.0	17.5
Location-3974	55416	49.3	30.4	42.4	2.6	26.9
Location-3975	58335	17.0	15.1	41.9	8.1	37.4
Location-3976	30081	25.7	35.3	40.8	25.5	49.5
Location-3977	70337	20.3	10.7	21.7	10.3	10.9
Location-3978	87338	49.5	35.6	27.1	26.5	42.7
Location-3979	92790	40.9	21.0	32.3	34.2	29.2
Location-398	77505	25.9	44.8	43.7	45.0	31.3
Location-3980	52056	3.9	11.0	13.0	42.5	10.4
Location-3981	27882	30.3	25.0	10.6	9.0	38.9
Location-3982	11202	41.3	31.7	35.1	2.6	23.3
Location-3983	78414	18.8	39.0	27.5	11.8	18.9
Location-3984	33126	48.7	30.4	47.8	38.4	47.2
Location-3985	39773	18.4	26.0	18.6	40.1	21.3
Location-3986	11110	36.5	44.9	21.7	39.2	11.7
Location-3987	49229	45.3	41.0	20.3	37.8	28.9
Location-3988	23945	46.1	31.3	38.8	43.8	10.2
Location-3989	14114	37.7	13.7	18.2	16.1	27.4
Location-399	21418	44.3	1.8	43.0	48.7	11.6
Location-3990	29393	17.5	26.6	7.4	43.9	38.4
Location-3991	17657	26.2	38.8	16.4	12.6	29.9
Location-3992	62999	27.5	48.2	13.3	12.0	18.1
Location-3993	79936	35.0	9.1	15.8	2.5	30.0
Location-3994	33427	9.9	41.8	38.2	8.3	29.4
Location-3995	35655	36.3	13.8	7.3	14.1	26.1
Location-3996	97707	44.1	13.1	40.7	49.2	28.2
Location-3997	98746	8.0	14.6	2.7	24.4	25.7
Location-3998	12140	8.7	34.2	2.8	39.9	24.3
Location-3999	11347	37.9	16.0	32.8	18.0	9.4
Location-4	94884	35.1	16.0	29.8	29.7	13.1
Location-40	85029	31.0	39.5	12.4	31.6	30.6
Location-400	21022	20.3	39.6	39.1	6.9	2.6
Location-4000	61958	16.6	49.6	23.9	8.2	25.8
Location-4001	12266	14.4	19.6	20.6	12.7	48.9
Location-4002	66218	46.1	35.9	14.4	40.4	28.4
Location-4003	91575	36.2	22.8	33.6	29.3	16.0
Location-4004	89595	47.4	40.7	7.5	8.3	17.8
Location-4005	93735	45.3	17.9	27.7	44.1	40.6
Location-4006	22138	13.7	46.7	13.3	5.1	1.2
Location-4007	47033	44.7	45.6	47.2	45.9	35.8
Location-4008	50318	36.2	36.9	19.0	7.7	27.8
Location-4009	40018	20.0	1.6	43.0	41.9	28.4
Location-401	57010	12.8	46.3	26.7	29.1	47.0
Location-4010	84111	33.7	49.9	6.3	12.4	1.1
Location-4011	51378	12.9	26.5	15.1	46.1	1.6
Location-4012	66249	14.1	20.5	23.9	20.5	15.2
Location-4013	25943	5.1	31.1	35.0	11.6	2.1
Location-4014	50836	42.6	41.0	34.3	8.5	1.5
Location-4015	67121	24.8	30.2	12.4	26.2	45.4
Location-4016	42783	36.7	16.9	12.0	25.4	32.2
Location-4017	23328	12.8	22.7	43.1	49.3	44.5
Location-4018	76782	39.7	25.6	35.7	26.8	42.5
Location-402	72460	40.9	1.0	8.3	11.1	4.9
Location-4020	95936	8.7	23.2	29.7	8.4	46.4
Location-4021	18573	26.1	12.7	11.9	26.2	34.9
Location-4022	98049	13.6	33.6	47.0	43.6	47.9
Location-4023	18925	35.8	31.0	25.6	30.1	14.6
Location-4024	59307	8.6	34.2	43.6	17.1	23.3
Location-4025	19282	1.3	40.8	26.5	35.5	12.3
Location-4026	90657	8.4	21.4	43.8	29.4	40.1
Location-4027	61287	23.1	37.8	4.0	14.6	38.2
Location-4028	73894	31.0	17.4	42.4	26.6	36.4
Location-4029	90400	10.2	1.5	2.4	18.2	48.1
Location-403	74698	15.7	42.2	44.2	39.9	27.8
Location-4030	22711	30.0	35.9	33.5	28.2	12.8
Location-4031	97836	23.6	35.3	36.8	29.8	46.1
Location-4032	26193	18.6	33.7	45.6	13.1	4.6
Location-4033	26491	43.2	48.6	21.4	41.7	17.4
Location-4034	65753	18.2	29.1	32.6	2.3	8.6
Location-4035	31072	17.3	15.2	2.6	23.7	10.4
Location-4036	50416	44.9	43.1	14.7	41.7	44.8
Location-4037	15105	40.3	1.5	35.0	12.2	12.9
Location-4038	68802	13.5	11.2	34.0	14.6	46.0
Location-4039	89409	14.7	4.5	1.2	11.8	25.3
Location-404	56884	18.3	42.8	22.0	19.7	21.9
Location-4040	68996	32.1	24.9	26.6	46.1	5.6
Location-4041	99608	1.1	3.8	35.6	30.8	29.5
Location-4042	11967	46.3	13.2	20.8	29.1	6.5
Location-4043	75600	22.3	17.5	16.0	15.5	15.0
Location-4044	79769	43.0	4.5	30.1	14.7	13.6
Location-4045	19050	21.8	30.7	10.7	13.0	23.6
Location-4046	39740	12.5	44.0	19.1	41.8	19.2
Location-4047	29438	45.0	13.5	37.6	8.8	12.3
Location-4049	13586	48.7	32.5	43.2	12.7	3.2
Location-405	76333	45.2	15.9	19.1	40.7	32.1
Location-4050	93830	48.7	6.2	20.0	14.8	24.3
Location-4051	42071	43.8	4.7	25.3	14.8	38.6
Location-4052	27526	6.2	35.6	1.7	39.9	42.3
Location-4053	89082	37.3	46.4	21.7	10.2	9.7
Location-4054	90410	40.9	26.7	35.2	9.4	36.4
Location-4055	93807	8.7	16.6	41.1	16.3	37.1
Location-4056	98781	22.7	38.8	13.6	41.1	32.5
Location-4057	57521	33.4	8.9	35.4	27.5	27.4
Location-4058	79437	7.2	32.0	13.4	8.9	7.9
Location-4059	63079	24.3	12.3	33.6	20.2	27.0
Location-406	93817	13.7	20.2	13.3	30.0	20.0
Location-4060	16637	25.7	29.5	9.5	29.4	28.2
Location-4061	55670	48.9	30.1	16.5	27.4	12.7
Location-4062	33630	29.8	11.9	45.2	42.7	26.8
Location-4063	63109	32.8	48.0	11.7	34.8	5.3
Location-4064	68060	17.8	5.9	4.6	13.4	41.3
Location-4065	11479	3.1	7.5	39.9	48.6	3.9
Location-4066	96118	44.5	34.1	27.2	22.0	36.3
Location-4067	18819	19.3	25.5	14.5	45.6	29.4
Location-4068	40159	27.7	30.8	49.3	33.4	18.1
Location-4069	93061	28.4	19.8	38.3	26.2	36.7
Location-407	16181	34.8	47.3	26.7	33.8	48.2
Location-4070	92808	27.7	34.6	11.2	40.9	5.9
Location-4071	29058	45.1	41.2	5.3	34.3	24.7
Location-4072	37427	12.7	4.5	26.4	34.2	27.3
Location-4073	24549	9.0	39.1	21.8	26.2	41.1
Location-4075	11829	21.5	47.3	45.2	43.8	4.8
Location-4076	90020	41.3	31.5	36.0	30.0	6.4
Location-4077	48752	13.0	15.2	42.1	20.0	39.6
Location-4078	76008	7.4	29.7	16.0	1.5	45.2
Location-4079	25411	9.6	17.8	11.5	10.5	43.1
Location-408	45336	30.2	25.9	29.7	40.0	7.1
Location-4080	18653	29.4	48.0	12.8	15.1	32.4
Location-4081	21637	32.7	4.0	18.0	44.4	20.4
Location-4082	86557	30.4	27.4	8.9	43.2	24.4
Location-4083	85247	15.7	48.5	49.2	17.2	4.5
Location-4084	22428	27.6	48.5	46.2	44.8	46.5
Location-4085	29640	33.2	29.5	39.4	21.9	27.7
Location-4086	11650	26.1	11.0	27.6	22.5	32.2
Location-4087	42953	3.6	40.4	31.5	48.6	40.5
Location-4088	61536	27.1	41.9	13.9	35.6	4.6
Location-4089	79708	29.2	15.9	8.2	20.0	4.7
Location-409	37223	15.8	38.3	42.8	22.0	12.2
Location-4090	46228	12.6	37.1	43.1	5.0	3.4
Location-4091	49830	35.4	46.8	23.6	12.7	45.4
Location-4092	15023	3.2	49.2	46.8	27.3	11.3
Location-4093	24940	25.0	34.1	48.6	21.2	49.3
Location-4095	81617	28.5	6.9	21.9	25.6	28.9
Location-4096	74030	40.2	2.4	23.9	4.1	41.2
Location-4097	85083	42.9	18.1	37.2	4.5	15.6
Location-4098	92294	8.3	39.0	18.9	25.3	41.5
Location-4099	51030	40.1	1.8	14.0	13.1	19.7
Location-41	96053	42.4	44.7	35.1	41.0	24.5
Location-410	26385	30.9	37.1	29.5	12.5	32.3
Location-4100	82718	24.1	5.4	45.3	23.5	49.5
Location-4101	56775	6.6	13.5	8.3	47.4	35.5
Location-4102	32719	11.5	31.4	45.3	22.1	19.4
Location-4103	18145	20.1	39.7	16.2	15.8	22.6
Location-4104	95050	35.8	36.3	45.4	9.4	29.8
Location-4105	31567	20.3	45.6	10.9	41.9	36.7
Location-4106	40062	31.4	46.2	28.4	8.2	9.8
Location-4107	37316	32.4	24.3	32.9	24.7	4.2
Location-4108	45434	26.9	18.0	5.4	45.5	2.7
Location-4109	48721	16.4	37.7	39.4	5.4	11.5
Location-411	11188	9.3	42.4	30.0	4.2	10.7
Location-4110	67047	27.8	4.9	4.0	10.6	33.8
Location-4111	13662	34.2	28.8	34.5	2.8	41.8
Location-4112	92230	14.4	31.9	18.7	10.4	20.9
Location-4113	93990	27.2	25.0	43.0	2.8	31.7
Location-4114	17594	17.2	38.7	46.4	14.0	4.8
Location-4115	90046	48.7	48.4	1.8	12.7	37.9
Location-4116	23986	34.8	14.0	44.8	12.1	14.2
Location-4117	40774	19.2	41.7	39.7	36.8	34.3
Location-4118	39027	46.5	5.3	9.8	20.6	12.1
Location-4119	94666	19.7	40.4	33.4	27.2	21.8
Location-412	56513	42.7	29.4	22.3	28.3	44.9
Location-4120	25147	24.6	4.5	39.2	26.7	32.0
Location-4121	65658	37.0	37.7	13.4	27.8	12.4
Location-4122	59304	40.5	3.7	16.2	11.5	39.7
Location-4123	50343	22.6	9.9	2.9	38.3	37.0
Location-4124	80497	25.9	17.2	44.0	41.8	40.6
Location-4125	79094	12.1	44.4	8.4	34.8	8.8
Location-4126	49937	17.6	1.5	4.2	37.0	26.3
Location-4127	69394	12.2	34.5	30.8	42.4	24.5
Location-4128	29562	6.3	19.6	39.5	39.0	38.9
Location-4129	38644	24.5	31.9	10.1	36.0	48.7
Location-413	42595	40.0	44.7	35.2	7.4	8.3
Location-4130	73717	39.3	42.7	37.2	10.7	15.3
Location-4131	33150	24.5	32.1	28.2	40.9	11.1
Location-4132	83828	49.5	6.3	14.4	25.5	39.9
Location-4133	63798	24.5	17.7	8.5	8.3	3.6
Location-4134	27766	27.4	31.0	47.4	9.6	25.2
Location-4135	76687	44.9	49.2	42.1	1.3	19.9
Location-4136	35929	26.9	26.3	31.2	45.4	19.6
Location-4137	70030	33.4	42.5	22.4	31.4	19.7
Location-4138	22693	26.5	28.6	37.4	23.0	26.6
Location-4139	82218	22.0	8.7	5.0	7.8	27.6
Location-414	50316	31.6	3.0	31.3	14.0	45.9
Location-4140	69682	5.0	10.5	26.2	15.5	14.2
Location-4141	65173	27.3	45.0	37.9	43.0	3.5
Location-4142	41885	38.4	44.4	17.5	34.4	32.1
Location-4143	94479	13.0	28.7	16.2	43.1	2.3
Location-4145	32868	28.7	7.2	32.9	42.2	2.8
Location-4146	51891	10.7	20.8	26.9	40.2	20.2
Location-4147	96973	26.9	9.7	35.1	2.4	14.7
Location-4148	35418	47.6	1.2	7.9	6.6	45.9
Location-4149	68997	21.5	22.0	30.6	34.2	31.4
Location-415	80982	15.2	45.7	10.7	33.1	12.2
Location-4150	23084	30.5	35.4	1.5	15.7	49.5
Location-4151	52623	21.1	21.3	3.9	47.5	21.2
Location-4152	83628	5.5	6.4	11.0	5.6	21.8
Location-4153	91751	48.2	36.8	10.6	39.4	9.7
Location-4154	70367	19.2	9.2	49.2	18.3	39.9
Location-4155	57961	6.0	32.2	46.3	5.0	29.5
Location-4156	37589	4.6	44.2	35.5	2.3	34.3
Location-4157	88080	3.8	44.6	26.0	1.1	12.1
Location-4158	32463	12.2	23.1	25.9	42.9	6.5
Location-416	85414	7.7	28.2	45.6	26.2	36.9
Location-4162	77794	33.4	4.5	8.0	29.1	48.1
Location-4163	16558	32.3	20.0	34.1	43.3	38.2
Location-4164	34522	38.0	24.4	16.4	26.1	11.7
Location-4165	15451	42.0	46.3	48.8	45.8	18.5
Location-4166	64289	40.8	14.4	22.2	22.8	7.4
Location-4167	50504	31.8	38.6	15.2	43.1	14.6
Location-4168	49368	10.2	36.4	28.2	34.4	11.4
Location-4169	78626	24.5	43.1	45.4	13.0	34.2
Location-417	79721	39.8	40.9	25.3	13.6	33.1
Location-4170	84967	4.6	2.8	13.8	28.6	18.0
Location-4171	70755	8.3	46.9	26.2	1.8	32.0
Location-4172	38856	27.7	40.6	39.4	48.4	29.5
Location-4174	72792	31.8	30.0	7.7	22.2	48.5
Location-4175	58753	43.3	43.2	26.9	40.0	17.1
Location-4176	84464	48.6	13.1	47.6	39.2	11.8
Location-4177	85156	17.1	17.7	33.3	7.7	3.6
Location-4178	11728	24.7	46.1	39.5	45.5	6.1
Location-418	41949	16.5	46.3	21.5	11.2	25.9
Location-4180	22481	4.4	13.5	6.2	42.0	46.4
Location-4181	28922	15.7	37.6	48.1	38.7	36.3
Location-4182	37709	5.9	12.5	22.5	1.8	44.1
Location-4183	65536	21.9	41.4	12.2	31.8	47.6
Location-4184	14717	30.4	25.5	20.7	2.7	48.8
Location-4185	33259	31.6	37.8	27.6	21.8	9.4
Location-4186	77502	30.4	30.6	21.8	18.4	18.6
Location-4187	38962	6.4	33.1	38.3	15.0	24.4
Location-4188	23791	47.5	26.7	29.3	21.3	41.6
Location-4189	92355	2.9	2.6	7.2	11.2	1.1
Location-419	40002	44.7	39.5	36.4	43.7	46.9
Location-4190	42297	43.1	21.9	40.2	3.1	35.9
Location-4191	37170	45.8	17.4	9.1	15.9	20.6
Location-4192	52657	36.2	48.9	35.1	33.6	34.2
Location-4193	70408	30.0	14.0	44.7	27.9	13.0
Location-4194	37498	36.3	15.9	44.5	9.4	49.7
Location-4195	46569	34.0	45.0	49.5	8.9	5.4
Location-4196	36155	19.4	23.8	42.1	4.9	7.5
Location-4197	93217	36.9	11.1	18.0	37.2	5.1
Location-4198	22459	10.3	25.1	2.1	48.0	32.6
Location-4199	22047	33.6	43.6	38.4	49.2	21.5
Location-42	74365	46.3	14.1	9.7	15.3	36.5
Location-420	75031	28.4	31.5	37.7	19.7	45.5
Location-4200	57953	26.8	42.0	32.9	40.2	37.2
Location-4202	41434	27.0	32.6	47.9	8.5	4.3
Location-4203	71882	10.4	40.3	23.7	42.2	25.5
Location-4204	49040	37.9	30.9	19.9	13.8	44.0
Location-4205	22986	26.0	38.0	16.4	29.0	49.1
Location-4206	17888	18.6	30.7	33.2	49.1	39.4
Location-4207	61897	40.7	43.4	18.7	40.9	29.7
Location-4208	46089	4.4	22.7	49.0	26.3	40.9
Location-4209	63549	49.4	47.5	10.6	12.5	12.4
Location-421	81711	43.3	9.5	24.7	9.1	29.6
Location-4210	73143	30.6	2.8	27.5	28.1	40.7
Location-4211	46789	45.1	9.3	48.8	49.1	45.5
Location-4212	34430	37.5	28.5	23.6	31.7	15.6
Location-4213	66814	5.7	9.4	22.4	40.2	29.3
Location-4214	10951	26.4	42.2	7.3	9.8	43.2
Location-4215	42800	11.7	11.0	40.4	13.3	17.7
Location-4216	12582	24.3	40.7	7.7	13.5	19.1
Location-4217	13318	26.6	24.1	24.3	2.3	23.0
Location-4218	34473	25.2	38.2	4.9	36.1	25.2
Location-4219	63562	23.5	42.3	30.3	42.8	38.2
Location-422	46342	9.0	23.2	21.8	29.3	3.4
Location-4220	54484	5.2	16.9	24.5	9.2	10.1
Location-4222	39428	34.6	29.3	26.7	27.9	12.1
Location-4223	55052	15.3	24.5	17.6	38.5	33.0
Location-4224	97235	25.1	22.4	28.2	46.3	34.7
Location-4225	90344	19.7	10.1	5.8	18.4	8.7
Location-4226	46464	18.3	31.0	42.6	34.4	49.1
Location-4227	88070	26.1	43.3	19.4	4.5	43.5
Location-4228	60570	39.4	8.0	4.2	48.5	28.5
Location-4229	97877	50.0	2.3	13.2	4.1	41.3
Location-423	37492	2.6	22.5	19.5	17.8	11.3
Location-4230	81813	49.0	20.9	8.2	1.2	26.1
Location-4231	60558	29.7	12.8	47.6	1.2	28.2
Location-4232	72064	22.8	1.2	31.9	37.8	39.3
Location-4233	46556	12.1	47.6	34.6	41.9	13.8
Location-4234	93001	11.7	7.8	30.6	33.5	6.4
Location-4235	36318	5.7	40.8	10.5	17.0	10.7
Location-4236	46588	45.1	37.4	44.6	3.2	23.5
Location-4237	91603	37.6	31.4	15.2	22.4	31.8
Location-4238	77506	2.7	4.8	1.9	36.2	5.9
Location-4239	92333	35.6	1.2	49.0	7.0	15.4
Location-424	50783	13.1	17.9	9.2	4.7	7.1
Location-4240	48115	31.5	18.3	22.7	28.9	6.2
Location-4241	33174	21.9	8.8	6.9	35.6	42.4
Location-4242	50004	26.3	28.0	43.3	27.1	18.6
Location-4243	55372	40.9	29.7	42.7	11.0	1.0
Location-4245	46913	6.9	9.4	21.0	37.0	17.4
Location-4246	42319	48.0	39.8	31.6	45.8	48.1
Location-4247	62136	10.4	2.5	22.0	29.1	26.4
Location-4248	51606	3.1	31.2	10.9	15.0	15.9
Location-4249	47877	7.3	5.9	47.1	26.9	32.4
Location-425	69048	19.0	44.9	30.3	39.8	21.0
Location-4251	47938	10.4	38.2	3.0	42.1	4.4
Location-4252	25851	48.7	3.4	43.1	49.1	18.3
Location-4253	58499	28.0	21.7	37.1	8.4	3.9
Location-4254	81144	17.4	9.0	45.2	29.6	22.2
Location-4255	72548	6.1	26.5	37.5	36.7	40.7
Location-4256	18968	21.7	20.9	18.2	37.3	34.7
Location-4257	70528	39.3	9.5	23.5	15.4	4.7
Location-4258	42165	27.1	33.5	17.4	32.2	8.5
Location-426	27586	4.4	15.5	30.0	47.7	11.9
Location-4260	72455	17.2	27.0	21.4	38.9	42.0
Location-4261	21160	13.2	3.7	30.4	44.2	4.8
Location-4262	83613	29.3	8.0	1.4	38.2	4.5
Location-4263	97711	45.0	39.5	48.6	12.2	40.5
Location-4264	43664	40.2	27.1	47.7	7.7	39.6
Location-4265	53049	46.1	12.1	12.4	6.9	27.7
Location-4266	32911	40.9	15.6	28.0	46.9	8.5
Location-4267	28125	46.0	11.9	44.3	11.1	31.2
Location-4268	87783	3.3	33.9	32.7	12.2	33.3
Location-4269	26026	25.5	33.9	15.1	20.8	36.8
Location-427	24269	1.4	46.0	5.4	9.2	27.2
Location-4270	90727	24.2	36.6	7.7	44.9	22.4
Location-4271	45554	25.6	49.2	4.8	26.8	32.0
Location-4272	58122	18.8	40.0	26.7	13.2	34.9
Location-4273	61475	3.4	33.7	34.7	33.9	9.0
Location-4274	50544	7.1	14.2	16.7	36.3	25.5
Location-4275	11129	48.8	48.8	3.4	45.8	48.2
Location-4276	44873	20.3	13.7	36.0	22.1	17.0
Location-4277	95354	7.0	42.7	7.2	16.4	3.6
Location-4278	78777	2.6	5.4	12.3	8.7	4.7
Location-4279	26175	12.6	10.9	22.4	23.1	44.9
Location-428	62839	8.8	40.1	4.3	19.2	44.9
Location-4280	59015	21.1	19.9	41.7	3.2	19.2
Location-4281	50403	28.3	43.9	42.0	32.8	44.8
Location-4282	19970	40.0	41.8	47.1	25.9	39.8
Location-4283	80794	26.9	44.4	25.2	48.1	15.2
Location-4284	61204	11.1	32.6	32.2	34.8	32.7
Location-4285	73448	11.8	39.2	25.5	13.1	31.7
Location-4286	87472	8.2	47.9	28.9	33.0	47.3
Location-4287	60133	12.3	39.6	16.1	40.3	17.9
Location-4288	61403	2.1	50.0	20.4	34.2	7.0
Location-4289	80820	1.0	13.4	27.1	1.8	23.0
Location-429	57324	19.1	45.7	13.7	29.5	33.3
Location-4290	31908	44.4	43.8	43.7	44.5	17.4
Location-4291	37120	9.7	37.1	34.0	22.3	29.0
Location-4292	24796	7.8	35.9	24.9	34.9	5.3
Location-4293	44529	8.0	9.2	4.5	47.0	27.2
Location-4294	95179	45.9	29.8	3.8	10.4	18.6
Location-4296	39658	14.3	49.4	29.6	18.9	31.9
Location-4297	68686	25.8	13.7	27.6	9.2	47.0
Location-4298	73318	16.6	30.5	43.1	45.7	9.2
Location-4299	78343	11.2	42.3	14.4	13.5	30.0
Location-43	57878	43.1	16.6	31.4	26.8	6.2
Location-430	35591	8.6	21.8	27.1	19.0	14.6
Location-4300	79385	12.4	10.3	18.0	47.7	36.2
Location-4301	14936	46.6	44.7	11.6	14.6	12.2
Location-4302	22197	21.9	31.3	21.2	11.4	45.7
Location-4303	17968	8.7	39.5	30.5	11.0	25.1
Location-4304	32417	29.1	49.9	13.9	10.8	3.8
Location-4305	87721	36.6	16.8	33.8	26.1	45.6
Location-4306	13601	18.6	38.8	44.4	19.3	8.6
Location-4307	47030	2.4	17.7	13.0	9.0	44.7
Location-4308	62356	36.5	49.6	37.7	18.7	20.1
Location-4309	81829	42.8	32.2	12.8	28.8	15.6
Location-431	65572	4.7	26.3	12.0	4.8	25.5
Location-4310	64653	16.2	3.6	13.9	16.8	44.8
Location-4311	15089	38.1	32.1	35.2	24.7	1.5
Location-4312	91721	27.7	10.5	25.4	18.7	3.5
Location-4313	42361	20.3	11.7	43.8	9.6	46.6
Location-4314	58067	6.6	10.9	11.1	41.0	8.6
Location-4315	60154	19.4	14.7	11.6	18.6	17.0
Location-4316	20144	27.3	19.7	1.9	7.4	29.3
Location-4317	61759	36.0	40.7	42.1	38.0	17.6
Location-4318	42663	30.1	33.5	45.1	7.8	17.7
Location-4319	44501	46.1	11.1	40.3	49.7	40.9
Location-432	82514	39.0	19.2	44.3	22.2	28.3
Location-4320	65340	31.3	3.0	44.5	35.1	26.7
Location-4321	43284	10.9	15.2	36.7	45.6	27.6
Location-4322	42910	38.9	43.2	37.3	38.8	2.1
Location-4323	48767	4.5	37.3	46.1	34.0	19.2
Location-4324	42876	25.1	37.1	39.7	46.6	38.5
Location-4325	81129	5.1	23.8	19.3	2.5	2.5
Location-4326	79149	29.6	13.2	34.3	18.2	17.5
Location-4327	64974	3.3	27.8	11.2	15.7	14.4
Location-4328	91813	34.6	32.7	40.6	1.5	49.6
Location-4329	29612	36.6	18.5	39.8	44.4	39.0
Location-433	71232	1.9	27.3	1.8	19.4	20.5
Location-4330	22715	25.2	11.4	42.9	13.7	3.4
Location-4331	58873	6.0	12.9	22.0	11.2	22.5
Location-4332	83863	2.4	23.7	19.4	26.3	21.2
Location-4333	40762	33.4	15.3	34.5	45.6	13.3
Location-4334	96266	20.0	31.1	20.1	1.3	15.5
Location-4335	53724	44.2	11.7	37.0	26.4	2.5
Location-4336	96102	37.3	1.1	11.1	15.6	28.3
Location-4337	91470	24.6	3.6	5.3	9.1	47.0
Location-4338	73123	3.0	21.1	7.7	3.3	34.0
Location-4339	36877	17.0	12.4	13.0	42.7	36.0
Location-434	80424	14.4	45.2	37.2	12.6	35.8
Location-4340	51996	5.4	40.5	25.4	43.6	43.7
Location-4341	48938	46.7	4.5	39.9	10.5	42.2
Location-4342	58812	15.9	22.4	9.0	38.9	42.4
Location-4343	51290	16.5	45.1	6.7	26.4	1.2
Location-4344	25453	31.0	37.0	24.4	29.0	6.6
Location-4345	36567	16.4	43.6	43.7	26.8	9.9
Location-4346	74995	46.8	13.9	21.6	17.3	2.2
Location-4347	39509	12.4	24.6	17.9	43.1	20.6
Location-4348	90962	36.1	35.8	16.7	35.4	3.0
Location-4349	32466	13.3	42.9	8.0	39.2	41.2
Location-435	41084	10.9	23.4	23.0	22.9	41.3
Location-4350	96535	14.7	20.4	48.5	30.2	25.5
